GeneSymbol	D4_ISO1_LP_1	D4_ISO1_LP_2	D4_INT_LP_PI_1	D4_INT_LP_PI_2	D4_INT_LP_LPS_1	D4_INT_LP_LPS_2	D4_INT_LP_5OP_1	D4_INT_LP_5OP_2	D4_INT_LP_C_1	D4_INT_LP_C_2	D4_ISO6_LP_1	D4_ISO6_LP_2
ENSG00000226772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226773	0	0	0	0	0	0	0	0	0	0	0	0
HIKESHIP1_ENSG00000226774	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP3-4P_ENSG00000226776	0	0	0	0	0	0	0	0	0	0	0	0
FAM30A	0.53	0	7.15	0	27.6	0	0	0.08	0	0	0.25	122.83
NAALADL2-AS2	0	0	0	0	0	0	0	0	0	0	0	0
AC244035.1	0	0	0	0	0	0	0	0	0	0	0	0
TBCAP1_ENSG00000226781	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226782	0	0	0	0	0	0	0	0	0	0	0	0
TLK1P1_ENSG00000226783	0	0	0	0	14.93	0	0	0	0	0	0	0
PGAM4	0.02	0	0	0	0	0	0	0	0	0	0	0
WBP11P2_ENSG00000226789	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA3P1_ENSG00000226790	8.03	0	0	0	0	0	12.09	0	0	0	0	0
LINC02611	0	0	0.81	0	0	62.4	51.89	0.16	1.83	0	0	0
C13orf42	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P20_ENSG00000226794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226797	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226798	0	0	0	0	0	0	0	0	0	0	0	0
CACTIN-AS1	0	0	0	0	0	0	0	0	0	0	0	0
OSTCP8_ENSG00000226801	0	0	0	0	0	0	0	0	0	0	0	0
RUVBL2P1_ENSG00000226802	0	0	0	0	0	0	0	0	0	0	0	0
ZNF451-AS1	0	0	0	0	177.95	47.78	0	0.18	0.1	38.17	0	0
ENSG00000226804	0	0	0	0	0	0	0	0	0	0	0	0
AC011893.1	0	0	0	0	0	0	0	0	0	0	0	0
MROH5_ENSG00000226807	0	0	0	0	0	0	0	0	0	0	0	0
LINC00840	0	0	0	0	89.02	0	106.81	0.09	0	0	0	0
ENSG00000226810	0	0	0	0	0	0	0	0	0	0	0	0
AL117382.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01941	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226816	0	0	160.71	0	0	0	0	0	0	0	0	0
SLC6A6P1_ENSG00000226818	0	0	0	0	0	0	0	6.55	0.03	0	0	0
MEIS1-AS3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226820	0	0	0	0	0	0	0	0	0.05	0	0	0
SUGT1P1_ENSG00000226823	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226824	0	0	614.7	0.89	0	0	0	0	0	0	0	0
LINC01509	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P11_ENSG00000226827	0	0	0	0	0	0.09	0	0	0.7	16.85	0	32.14
LINC02774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226829	0	0	0	0	0	0	0	0	0	0	0	0
MED15P3_ENSG00000226831	0	0	0	0	0	0	0	0	0	0	0	0
AC092164.1	0.01	0	0	0	20.02	0	21.27	0	0	0	0	0
ARHGAP29-AS1	0.02	0	0	0	0	0	2.36	0	0	4.05	0	0
RPL32P19_ENSG00000226836	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1P32_ENSG00000226837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226838	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P11_ENSG00000226839	0	0	0	0	0	0	0	0	0	0	0	0
PAICSP3_ENSG00000226840	0	0	0	0	60.88	0	0	0	0	0	0	0
ENSG00000226842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226843	0	0	0	0	0	0	0	0	0	0	0	0
EEF1GP3_ENSG00000226845	0	0	0	0	0	0	0	0	0	0	0	0
LINC00348	0	0	0	0	0	0	0	0	0	0	0	0
PRPS1P1_ENSG00000226847	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010894.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226854	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP17_ENSG00000226855	0	0	0	0	0	0	0	0	0	0	0	7.84
THORLNC	0	0	0	0	0	0	0	0	0	0	0	0
DUTP3_ENSG00000226857	0	0	0	0	0	0	0	0	0	0	0	0
LINC02051	0	0	0	0	0	0	0	0	0	0	0	0
RBX1P1_ENSG00000226860	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226861	0	0	0	0	0	0	0	0	2.66	0	0	0
AC104463.2	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM2P1_ENSG00000226863	0	0	0	0	0	0	0	0	0	0	0	0
ATE1OSP_ENSG00000226864	0	0	0	0	0	0	0	0	0	0	0	0
SSX21P_ENSG00000226867	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226868	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL3-AS1	0	0	0	0	0	0	0	0	0.07	0	0	0
ENSG00000226870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226871	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226872	0	0	0	0	0	0	0	0	0	0	0	0
CDY14P_ENSG00000226873	0	0	0	0	0	0	0	0	0	0	0	0
TRPC6P10_ENSG00000226874	0	0	0	0	0	0	0	0	0	0	0	0
ZNF877P_ENSG00000226875	0	0	0	0	0	0	0	0	0	0	0	0
AC092801.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226877	0	0	0	0	0	0	0	0	0	0	0	0
GSTM3P2_ENSG00000226878	0	0	0	0	0	0	0	0	0	0	0	0
H3P44_ENSG00000226881	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226883	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P10_ENSG00000226884	0	0	0	0	0	0	0	0	0	0	0	0
E2F6P3_ENSG00000226885	0	0	0	0	0	2.25	0	0	0	0	0	0
ENSG00000226886	0	0	0	0	0	0	0	0	0	0	0	0
ERVMER34-1	0	0	0	0	0	0	0	0	0	0.21	0	0
RPLP1P10_ENSG00000226888	0	0	0	0	0	0	0	0	0	0	0	0
AL359541.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226890	0	0	0	0	0	0	0	0	0	0	0	0
LINC01359	0	0	0	0	0	2.15	0	0	0	0.21	0	0
ENSG00000226899	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226900	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD2P1_ENSG00000226902	0	0	0	0	0	0	0	0	0	0	0	0
LINC00354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226905	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0	0	0	0	0
H2BP6_ENSG00000226908	0	0	0	0	0	0	0	0	0	0	0	0
ISCA2P1_ENSG00000226912	0	0	0	0	0	0	0	0	0	0	0	0
BSN-DT	0	0	44.89	0	0.74	0	0	0	0	0	0	0
RPL19P4_ENSG00000226915	0	0	0	0	0	0	0	0.32	0	0.7	0	0
LINC01276	0	0	0	0	0	0	0	0	0	11.47	0	0
ENSG00000226918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226919	0	0	26.05	0	0	0	0	0	0	0	0	0
ENSG00000226920	0	0	0	0	0	0	0	0	0	0	0	0
LINC00454	0	0	0	0	81.53	0	0	0	0	0	0	0
IL1R1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PDZPH1P_ENSG00000226926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226927	0	0	0	0	0	0	0	0	0	0	0	0
RPS14P4_ENSG00000226928	0	0	0	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IP2_ENSG00000226930	0	0	0	0	0	0	0	0	0	0	0	0
NRBF2P2_ENSG00000226933	0	0	0	0	0	0	0	0	0	0	0	0
LINC00161	0	0	0	0	123.02	0	0	0	0	0	0	0
CEP164P1_ENSG00000226937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226939	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0	0	0	0	0
IL9RP3_ENSG00000226942	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L5P_ENSG00000226943	0	0	0	0	0	0	0	0	0	0	0	0
AL031847.1	0	0	0	0	0	0	0	0	0	0	0	0
RPL13AP8_ENSG00000226945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226946	0	0	0	0	0	0	0	0	0	0	0	0
LCEP4_ENSG00000226947	0	0	0	0	0	0	0	0	0	0	0	0
RPS4XP2_ENSG00000226948	0	0	0	0	0	0	0	0	0	0	0	0
OR6K5P_ENSG00000226949	0	0	0	0	0	0	0	0	0	0	0	0
DANCR	37.6	0	0	0	36.64	6.88	0	0	6.91	0.06	4.47	8.51
ENSG00000226952	0	0	0	0	0	0	0	0	0	0	0	0
NCKAP5-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226954	0.91	0	0	0	0	1.57	0	0.03	0	0.07	0	0
POLE4P1_ENSG00000226955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226956	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226957	0	0	0	0	0	0	0	0	0	0	0	0
MTCO1P21_ENSG00000226960	0	0	0	0	75.5	0	0	0	0	0	0	0
PPIAP60_ENSG00000226961	0	0	0	0	0	0	0	0	0	0	0	0
RAC1P6_ENSG00000226962	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226963	0	0	0	0	0	0	0	0	0	0	0	0
RHEBP2_ENSG00000226964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226965	0	0	0	0	0	0	0	0	0	0	0	0
HAUS4P1_ENSG00000226967	0	0	0	0	0	0	0	0	0	0	0	0
LINC00423	0	0	0	0	0	0	0	0	0	0	0	0
AL391845.1	0	0	0	0	0	0	0	96.84	0	0	0	0
NEDD8P1_ENSG00000226970	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226971	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P19_ENSG00000226972	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226973	0	0	0	0	0	0	0	0	0	0	0	0
COX6A1P2_ENSG00000226976	5.06	0	0	0	0	0	0	0	0	0	0	0
HMGN1P24_ENSG00000226977	0	0	0	0	0	0	0	0	13.52	0	0	0
MAGI2-AS2	0	0	0	0	0	0	0	0	0	0	0	0
LTA	166.38	48.49	0.34	0	0	0	0	0	0.04	15.56	0	0
ABHD17AP6_ENSG00000226981	0	0	0	0	0	0	0	0	0	0	0	0
CENPCP1_ENSG00000226982	0	0	0	0	0	0	0	0	0	0	0	0
LINC01692	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226984	0	0	0	0	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0	0	2.16	0	0
PRELID1P5_ENSG00000226986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226990	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226991	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226992	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226994	0	0	0	0	0	0	0	0	0	0	0	0
LINC00658	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226996	0	0	0	0	103.12	0	0	0	0	0	0	0
MTATP6P30_ENSG00000226998	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226999	0	0	0	0	0	0	0	0	0	0	0	0
HSPD1P14_ENSG00000227000	0	0	0	0	27.73	0	0	0	0	0	0	0
NBPF2P_ENSG00000227001	0	0	0	0	0	0	0	0	0	0	0	0
SNRPEP10_ENSG00000227002	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227006	0	0	0	0	0	0	0	0	0	0	0	0
LINC01247	0	0	0	0	0	0	13.25	0	0	0	0	0
RPS24P19_ENSG00000227008	0.76	21.08	0	0	0	0	0	0	0	0	0.71	0
FUNDC2P4_ENSG00000227009	0	0	0	0	0	0	0	0	0	0	0	0
C17orf112	0	0	0	0	0	0	0	0	0	0	0	0
LINC02527	0	0	0	0	0	0	0	0	0	0	0	0
OR7E96P_ENSG00000227013	0	0	0	0	0	0	0	0.3	0	0	0	0
AC007285.1	6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227015	0	0	0	0	0	0	0	0	0	0	0	0
LINC02796	0	0	0	0	18.78	0	0	0	0	0	0.12	0
ENSG00000227017	0	0	0	0	0	0	0	0	0	0	0	0
IL6STP1_ENSG00000227018	0	0	0	0	0	0	0	0	0	0	0	0
OR7E101P_ENSG00000227019	0	0	0	0	0	0	0	0	0	0	0	0
OR51A3P_ENSG00000227023	0	0	0	256.76	0	0	0	0	0	0	0	0
SLC8A1-AS1	0	0	0	0	122.88	0	23.1	0	0	0	0	0
ENSG00000227029	0	0	0	0	0	0	0	0	0	0	0	0
RPS2P36_ENSG00000227032	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227033	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227034	0	0	0	0	0	0	0	0	0	0	0	0
MTATP6P18_ENSG00000227035	0	0	0	0	0	0	0	0	0	0	0	0
LINC00511	1.1	0	0	0	42.48	0	0	0	0.03	46.42	0	0
GTF2IP7_ENSG00000227038	0	0	0	0	0	0	0	0	0	0	0	0
ITGB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227040	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227042	0	0	0	0	0	0	0	0	0	0	0	0
LINC01682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227045	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227047	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227050	0	0	0	0	0	0	0	0	0	0	0	0
C14orf132	0	0	0.05	0	0	7.1	0	0	0	0	0	0
AC105446.1	0	0	0	0	0	0	0	0	0	0	0	0
FDX1P2_ENSG00000227054	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227055	0	0	0	0	0	0	0	0	0	0	0	0
RPL6P2_ENSG00000227056	0	0	0	0	0	0	0	0	0	0	0	0
WDR46	69.89	0	0	0	0	0	39.12	0	40.88	0.37	32.28	0
ENSG00000227058	0	0	0	0	0	0	0	0	0	0	0	0
ANHX	0	0	0	0.62	0	0	0	0	0	0	0	0
LINC00629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227061	0	0	0	0	11.18	0	0	0	0	0	0	0
ENSG00000227062	0	0	0	0	0	0	0	0	0	0	0	0
RPL41P1_ENSG00000227063	0	0	0	0	0	0	0	0	0	0	0	0
NAA20P1_ENSG00000227064	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	0	10.97	0	0	0	0	0
DPPA3P1_ENSG00000227067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227068	0	0	0	0	0	0	0	0	0	0	0	0
CNN2P2_ENSG00000227069	0	0	0	0	0	0	0	0	0	0	0	0
AC104170.1	0	0	0	0	0	0	0	0	0	0	0	0
FOCAD-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227072	0	0	0	0	0	0	0	0	0	0	0	0
SDHDP2_ENSG00000227073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227076	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227077	0	0	0	0	0	0	0	0	0	0	0	0
LINC02094	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227080	0	0	0.84	0	4.04	172.11	0	0	0	0	0	0
RPS27P3_ENSG00000227081	1.38	0	0	0	0	0	0	0	0	0	0	0
LINC02798	0	0	0	10.33	0	0	0	0	0	1.69	0	0
ENSG00000227083	0	0	0	0	0	0	0	0	0	0	0	0
RBMX2P5_ENSG00000227087	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227088	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227090	0	0	0	0	0	0	0	0	0	0	0	0
AL355990.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227094	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P8_ENSG00000227096	0	0	0	0	0	0	251.53	0	0	5.68	0	0
RPS28P7_ENSG00000227097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227098	0	0	0	0	79.59	0	0	0.05	0	0	0	0
ENSG00000227101	0	0	0	0	0	0	0	0	0	0	0	0
OR2AS1P_ENSG00000227102	0	0	0	0	0	0	0	0	0	91.94	0	0
PIGQP1_ENSG00000227104	0	0	0	0	0	0	0	0	0	0	0	0
PARP1P1_ENSG00000227105	0	0	0	0	0	4.36	0	0	0	0	0	0
ENSG00000227107	0	0	0	0	0	0	0	0	0	0	0	0
IGHD1-14	0	0	0	0	0	0	0	0	0	0	0	0
CRIP1P3_ENSG00000227109	0	0	0	0	0	0	0	0	0	0	0	0
LMCD1-AS1	0	0	0	0	0	0	0	0	2.67	0	0	0
ENSG00000227113	0	0	0	0	0	0	0	0	0	0	0	0
LINC01630	0	0	0	0	56.37	0	13.11	24.95	0	5.39	0	0
HORMAD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
BTF3P13_ENSG00000227118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227120	0	0	0	0	0	0	0	0	0	0	0	0
LINC02672	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P44_ENSG00000227123	0	0	0	0	0	0	0	0	0	0	0	0
ZNF717	0	0	0	0	5.35	0	0	0	0	0	0	0
ENSG00000227125	0.12	0	0	0	0	0	0	0	0	0	0	0
LBX1-AS1	0	0	0	0	0	1.41	0	0	0	8.3	0	0
ENSG00000227131	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227133	0	0	0	0	0	0	0	0	0	0	0	0
OTX2P2_ENSG00000227134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227139	0	0	0	0	0	0	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227141	0	0	0	0	0	0	0	0	0.02	8.91	0	0
LINC01153	0	0	0	0	0	0	0	0	0	0	0	0
IL21-AS1	0	0	0	0	0	0	0	0	0	8.68	0	0
ENSG00000227148	0	0	0	0	0	0.28	0	0	0	0	0	0
MTCO1P44_ENSG00000227149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227150	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0.04	13.13	0.62	0	0	0	4.35	0	0
OR2T7_ENSG00000227152	0	0	0	0	0	0	0	0	0	0	0	0
MKRN6P_ENSG00000227154	0	0	0	0	0	0	0	0	0	0	0	0
AL161725.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227157	0	0	0	0	244.13	0	0	0	0.06	0	0	0
ENSG00000227158	0	0	0	0	0	0	0	0	0	0	0	0
DDX11L16_ENSG00000227159	0	0	0	0	0.89	0	0	0	0	0	0	0
THEM7P_ENSG00000227160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227161	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227163	0	0	0	0	0	0	0	0	0	0	0	0
WDR11-AS1	0	0	0	31.03	47.12	0	0	0	5.36	2.94	0	0
STSP1_ENSG00000227166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227169	0	0	0	0	0	0	0	0	0	0	0	0
AF178030.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011290.1	0	0	0	0	0	0	0	0	0	0	0	0
MYL6P3_ENSG00000227173	0	0	0	0	0	0	0	0	0	0	0	0
AL590677.1	0	0	0	0	0	0	0	0	0	0	0	0
NSA2P5_ENSG00000227176	0	0	0	0	0	0	0	0	0.08	0	0	0
AIMP1P2_ENSG00000227177	0	0	0	0	0	0	0	0	0	0	0	0
PGBP_ENSG00000227179	0	0	0	0	0	0	0	0	0	0	0	0
LRRC2P1_ENSG00000227180	0	0	0.48	0	0	15.6	0	0	0	0	0	0
LINC01688	0	0	0	0	0	0	0	0	0	0	0	0
VN1R28P_ENSG00000227182	0	0	0	0	0	0	0	0	0	34.41	0	0
HDGFP1_ENSG00000227183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227186	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P31_ENSG00000227187	0	0	0	0	0	0	0	0	0	0	0	0
MGAT3-AS1	0	0	0	0	203.23	0	0	0	0	0	0	0
ENSG00000227189	0	0	0	0	0	0	0	0	0	0	0	0
TRGC2	0.97	0	0	0	0	0	0	0	0.06	0	7.33	0
ENSG00000227192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227193	0	0	0	0	0	0	0	0	0	0	0	0
MIR663AHG	0.02	0	33.9	0	0	7.12	0	8.25	5.86	20.15	1.14	0.16
IGHD4-23	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227197	0	0	0	0	0	0	0	0	0	0	0	0
C6orf47-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ST7-AS1	0	0	0	0	0	0	0	0	0.7	0	0	0
ENSG00000227200	0	0	0	0	0	0	0	0	0	0	0	0
CNN2P1_ENSG00000227201	0	0	0	0	0	0	0	0	0	0	0	0
SUB1P1_ENSG00000227203	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2JP_ENSG00000227204	0	0	0	0	0	0	0	0	0	0	0	0
PFN1P9_ENSG00000227205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227206	0	0	0	0	0	0	0	0	0	14.14	0	0
RPL31P12_ENSG00000227207	0	0	0	0	0	0	0	0	0	0	0	0
WARS2P1_ENSG00000227209	0	0	0	0	0	0	0	0	0	0	0	0
AC079145.1	0	0	0	0	15.69	0	0	0	0	0	0	0
H3P45_ENSG00000227211	0	0	0	0	0	0	0	0	0	0	0	0
PFN1P6_ENSG00000227212	0	0	0	0	0	0	0	0	0	0	0	0
SPATA13-AS1	0	0	0	0	0	0	0	0	0	0	0	0
HCG15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227218	0.06	0	0	0	0	0	0	4	0	0	0	0
RPS25P4_ENSG00000227224	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P14_ENSG00000227225	0	0	0	0	0	0	0	0	0	18.18	0	11.58
ENSG00000227227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227230	0	0	0	0	0	0	0	0	0	0	0	0
WASH7P_ENSG00000227232	0	0	0	0	0	0	0	0	0	0	0	0
CICP17_ENSG00000227233	0	0	0	0.19	0	0	0	0	0	0	0	0
SPANXB1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227236	0	0	0	0	0	0	0	0	2.63	0.78	0	0
AL672291.1	0	0	0	0	0	0	0	0	0	0	0	0
TTC39DP_ENSG00000227238	0.02	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227242	4.82	0	0	0	0	0	0	0	0	0	0	0
SLAMF6P1_ENSG00000227243	0	0	0	0	0	0	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227245	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P13_ENSG00000227247	0	0	0	0	0	0	0	0	0	0	0	0
FAM155A-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227249	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P9Y_ENSG00000227251	0	0	0	0	0	0	0	0	0	0	0	0
AC012063.1	0	0	0	0	5.03	0	4.68	0.05	0	12.53	0	0
ENSG00000227253	0	0	0	0	0	0	0	0	0	0	0	0
VDAC1P12_ENSG00000227254	0	0	0	0	83.46	0	0	0	0	0	0	0
CDRT15P2_ENSG00000227255	0	0	0	0	0	0	0	0	0	0	0	0
MIS18A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227257	0	0	0	0	0	0	0	0	0	0	0	0
SMIM2-AS1	0	0	0.42	0	96.08	0	21.2	0	0	0	0	0
HMGN2P22_ENSG00000227259	0	0	0	0	0	0	0	0	0	0	0	0
LINC01985	0	0	0	0	0	0	0	0	0	0	0	0
YWHAZP7_ENSG00000227261	0	0	163.98	0	0	0	0	0	0	0	0	0
HCG4B_ENSG00000227262	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5_ENSG00000227264	0	0	0	0	0	0	0	0	0	0	0	0
GXYLT1P7_ENSG00000227265	0	0	0	0	0	0	0	0	0	0	0	0
DONSONP1_ENSG00000227267	0	0	0	0	0	0	0	0	0	0	0	0
KLLN	0	0	0	0	46.45	0	0	0	1.28	9.08	0	0
ENSG00000227269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227270	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P25_ENSG00000227271	0	0	0	0	0	0	0	0	0	0	0	0
AC005358.1	0	0	0	0	0	0	0	0	0.05	0	0	0
MTND6P10_ENSG00000227275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227278	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227279	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227282	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP12_ENSG00000227283	0	0	0	0	0	0	0	0	0	0	0	0
MARK2P10_ENSG00000227284	0	0	0	0	65.14	0	0	0	0	0	0	0
ARID3BP1_ENSG00000227288	0	0	0	0	0	0	0	0	0	0	0	0
HSFY3P_ENSG00000227289	0	0	0	0	0	0	0	0	0	0	0	0
LINC01364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227291	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227294	0	0	0	0	0	0	0	0	0	0	0	0
ELL2P1_ENSG00000227295	0	0	0	0	0	0	0	16	0	8.76	0	0
ENSG00000227297	0	0	0	0	12.6	0	0	0	0	0	0	0
ARAFP3_ENSG00000227298	0	0	0	0	0	0	0	0	0	48.93	0	0
KRT16P2_ENSG00000227300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227301	0	0	0	0	0	0	0	0	0	0	0	0
SSX19P_ENSG00000227302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227303	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227304	0	0	0	0	0	0	0	0.14	0.1	0	0	0
ENSG00000227305	0	0	0	0	0	0	0	0	0	0	0	0
LINC02708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227307	0	0	0	0	0	0	0	0	0	0	0	0
LINC02832	0	0	0	0	0	0	0	0	0.92	0	0	0
