GeneSymbol	D3_INT_EPI_GL_C	D3_ISO2_EPI_1	D3_ISO2_EPI_2
WNK1	25.44	16.28	23.22
RPS17P5_ENSG00000060303	0	0	0
CCAR1	4.53	5.68	7.58
OGFR	3.42	4.38	5.36
GNA15	0.2	0.61	0.32
CREB3L3	12.37	0.46	0.42
PIGV	1.72	2.87	1.87
PTPRU	3.34	3.92	4.43
SNRNP40	0.9	1.21	1.94
RIMBP2	0	0	0
COL11A1	0	0	0
QSER1	1.59	2.75	3.14
MPC1	45.43	47.88	48.9
ACAA1	40.17	17.72	13.72
BCAT1	0	0	0
HDAC7	4.17	5.99	3.92
LZTS1	0	0	0
PRDM6	0	0	0
WNT8A	0	0	0
SPAG4	1.94	8.34	7.34
NCKAP1	18.9	19.7	18.75
MRPS35	10.65	4.91	3.91
GUCY1B1	1.33	1.4	1.06
SFSWAP	2.33	3.47	5.05
TNK2	10.07	9.31	7.96
MON2	1.94	2.42	3.75
CDH3	15.6	22.14	18.35
ARSF	0	0	0
GPBP1	4.53	6.19	8.08
DGAT2	0.19	0.04	0.38
ZNF112	0.31	0.19	0.74
CS	16.9	9.26	8.49
LTK	1.01	0.67	0.32
MRPS24	5.78	1.84	2.29
ELMO2	2.65	3.32	2.42
WAPL	5.39	5.57	5.57
VMP1	26.48	19.79	21.92
APPBP2	2.02	1.53	2.08
POLD1	0.37	0.84	0.27
SEZ6	0	0.05	0.2
EIF4B	43.33	30.53	33.46
SLC6A16	0	0	0
BICRA	0.69	1.15	1.69
SPHK2	3.93	2.6	2.84
RPL18	100.63	80.92	71.99
CA11	0	0.05	0.04
ISOC2	4.39	1.98	2.38
U2AF2	11.76	8.08	9.58
EPN1	97.57	89.31	94.53
MED29	3.19	3.47	4.04
AHRR	0	0.01	0
GSC2	0	0	0
ZNF275	0.04	0.13	0.11
MTMR1	3.27	3.9	6.55
GPC1	19.84	19.55	13.21
ADCK1	0.39	0.29	0.64
HAGH	13.69	13.31	10.1
RNF4	22.44	25.98	24.88
CASP8	3.38	3.27	3.11
LIMCH1	0.62	3.02	3.35
INTS13	1.91	1.54	3.03
TM7SF3	30.82	35.48	43.29
DLX3	0	0	0.06
SPA17	2.07	0.92	0.78
TSPAN32	0	0	0
CCN5	0	0	0.13
DMRT3	0	0	0
ST3GAL6	0.21	0.08	0.01
ATP2C2	2.04	1.2	0.73
NGFR	0.04	0.07	0.02
CDON	0.08	0.19	0.23
TAF2	1.98	1.77	2.9
HIPK2	12.5	12.64	13.73
TNPO3	5.46	3.75	3.02
BORCS8-MEF2B_ENSG00000064489	0.44	0.62	0
RFXANK	2.53	4.61	3.22
TMEM161A	0.58	0.25	1.04
LPAR2	4.41	4.36	5.56
CTSA	41.45	36.46	40.84
SUGP2	1.57	2.65	3.96
SLC12A2	18.27	7.76	9.81
SNX24	4.26	4.4	3.36
EYA2	0.1	0.22	0.16
CNN2	29.34	54.99	54.72
ABCA7	17.35	27.36	24.26
SNCAIP	0	0	0
DDX20	1.09	0.97	2.08
BTBD1	8.25	7.07	7.12
FAR2	2.59	3.07	2.39
BCAS1	30.57	32.85	30.19
POU1F1	0.06	0	0.02
CHI3L2	0.18	0.01	0.03
SBNO2	5.85	6.94	8.55
PMS1	0.4	0.14	0.45
HMG20B	8.46	5.21	4.78
CALCRL	0	0	0
TAF11	4.52	2.4	2.97
ANKS1A	4.86	5.21	4.85
AP3D1	32.65	32	30.57
ZNF76	1.17	1.11	2.09
SLC9A3R2	7.86	4.74	4.15
NTHL1	1.17	0.72	0.4
UHRF1BP1	1.09	0.78	1
GNAI3	3.54	3.79	3.61
IPO5	2.91	1.09	1.72
OAT	14.59	17.1	13.86
WDR3	0.51	0.48	0.45
PKN2	17.48	22.13	21.41
WDR18	1.77	0.26	1.16
TRAM2	0.43	0.55	0.49
NTN1	0	0	0.06
GLP2R	0.04	0	0
MCM10	0.02	0.04	0.09
DGKA	37.48	43.76	77.83
ERBB3	25.74	30.23	38.57
ROPN1	0	0	0
ANKRD44	0.52	1.15	0.11
KARS	12.19	8.54	8.49
ADAT1	1.02	2.69	2.01
PDIA5	0.45	2.48	0.84
TBC1D22B	2.85	2.53	3.18
NDUFB4	16.11	13.95	11.31
SPEN	8.52	10.37	14.46
MYLK	69.01	83.45	96.82
ZC3H15	17.67	11.95	11.76
MAP2K4	4.65	4.54	5.05
PACC1	0.29	0.36	0.59
SNAP91	0	0	0
SLK	11.7	16.66	19.85
CYB5R4	3.26	2.61	0.65
COL17A1	85.69	211.18	202.04
GSTO2	0.94	0.74	0.11
SEC61A2	0.66	0.26	0.14
PRKCQ	0.01	0.01	0.01
TLE2	0	0	0
ASB1	2.95	2.41	1.47
FAM107B	16.11	14.47	13.02
ME1	78.44	35.09	35.42
TBC1D1	26.2	26.14	24.79
CDK13	7.07	11.64	10.02
MTHFD2	3.02	5.24	2.53
SLC9A7	0.97	0.5	1.4
FOXJ2	1.13	1.86	2.14
YBX1	112.59	47.87	47.52
PDE4A	0.5	0.43	0.47
PPP2R5A	6.04	7.2	6.76
CTNNA2	0	0	0
ELAVL1	6.03	5.47	7.19
TIE1	0	0	0.13
DIP2B	4.89	8.72	9.28
SMARCD1	6.31	5.59	4.96
KDM4A	5.14	4.78	3.13
NFYC	12.58	11.65	9.39
ZMYND12	0	0	0
SLC9A3	0.29	0.23	0.2
NGEF	6.41	10.3	8.12
ASPM	0.03	0.02	0.02
CD84	0.01	0.04	0
ELOVL1	21.44	22.54	20.14
SPI1	0	0	0
ZNRD1	2.51	1.28	1.02
MPPED2	0	0	0
CLDN18	0.05	0	0.09
ZBTB11	2.63	2.21	2.63
ATXN3	3.3	4.57	3.81
GOLGA5	8.56	10.1	10.67
FGFR2	0.98	2.41	3.01
LRRC40	0.91	1.03	0.77
ISOC1	0.77	1.67	1.67
EML1	0.2	0.99	0.51
TRMT11	0.88	1.32	1.14
THUMPD1	3	4.7	3.94
MSANTD3	3.97	4.07	7.36
KIF26A	0	0	0
ATG2B	1.1	1.14	1.2
ARFGEF1	8.53	12.25	13.36
ACSM2B	0	0	0
ZFAT	1.87	2.14	3.41
MTFR1	7.71	8.11	7.46
STAG3	0.51	0	0
FECH	12.82	4.9	7.9
MYO9A	7.86	5.02	8.33
DDX3Y	0.08	0	0.03
PFKP	38.1	60.46	57.05
IDI1	38.36	76.26	75.65
SP100	16.54	14.74	17.55
KLF6	15.93	25.49	31.03
PLPP1	9.69	8.36	8.09
NEO1	13.62	18.65	20.68
TRAM1	29.82	34.26	40.74
PHKA1	0.62	0.91	0.72
TNFRSF1A	21.16	18.81	18.31
CACNB1	0.38	1.08	1.61
EVI5	13.55	13.08	11.4
STOML1	0.35	0.83	1.17
PKM	355.21	529.23	484.91
DHX29	3.17	2.22	3.07
DNTTIP2	3.71	4.91	4.9
METTL22	0.25	1.61	1.91
TP53BP1	1.95	5.2	4.49
TRO	0	0.06	0.01
RRP15	0.06	0.18	0.11
RHOA	127.16	117.95	113.81
DHX8	2.99	4.43	4.31
PMS2P4_ENSG00000067601	0	0	0
PRKCZ	11.69	13.7	11.22
ZFY	0.01	0	0.01
IARS2	11.89	12.85	12.2
SYT1	0.91	0.35	0.24
NAV3	0.29	0.9	0.25
IDH3G	15.11	9.49	9.03
ROGDI	1.75	1.1	2.86
PDZD4	0	0	0
ATP2B3	0	0	0
ROCK1	4.35	5.38	6.46
CBFB	3	5.49	3.11
PDK3	0.62	0.97	1.28
HYAL2	4.62	3.97	4.53
HDAC4	1.35	2.21	3.08
RASSF1	2	2.44	2.33
FGFR3	3.16	4.21	4.96
IFI35	4.8	7.48	7.09
HEATR6	0.63	0.35	0.52
COASY	10.92	15.26	9.82
PLEKHH3	2.47	3.21	4.42
MEF2A	3.94	4.55	4.52
OTUD5	5.6	6.12	7.49
TFE3	6.07	5.58	6.54
TBC1D25	0.82	0.94	1.03
ACSL4	0.73	2.09	2.34
INPP5A	3.68	3.62	3.04
GPKOW	4.52	4.98	5.91
GRIPAP1	5.84	6.64	7.38
FTSJ1	3.11	6.84	7.08
PRR11	0.1	0.22	0.07
REEP1	0	0.03	0.33
ATP11A	1.43	3.49	5.02
POLR1A	0.88	0.69	0.37
LAPTM4A	16.95	17.15	19.63
TTC7A	9.15	10.58	10.41
IP6K2	13.73	12.01	13.04
STON1-GTF2A1L	0	0	0
SRBD1	0.58	0.74	0.84
KIF2A	7.84	7.13	8.43
RASGRP2	0.01	0	0
PSME4	3.83	3.24	2.86
IFT80	0.07	0.94	0.86
SIRT2	5.8	5.67	6.6
ERLEC1	5.77	8.04	6.99
PPP2R5B	2.18	3.27	3.42
PYGM	0	0	0
PAGE1	0	0	0
PITX1	0.13	0.47	0.54
TRPC7	0.01	0	0
MAST4	0.92	1.4	2.43
ADGRF5	0	0	0.02
SDK2	0	0	0.01
ADAM7	0	0	0
NUP133	1.42	0.66	0.86
NUCKS1	5.13	5.47	5.11
VPS35	6.59	6.97	9.35
DNAJA2	15.13	16.93	16.6
BCL3	8.6	7.86	9.42
KCNAB2	0.22	0.04	0.42
ABCC9	0	0	0
GAL	0.31	0.14	0.48
CLEC2D	0.09	0.05	0.06
FUNDC1	3.69	2.79	4.87
MAOB	19.14	14.83	15.92
RORA	0.02	0.02	0.04
DRD4	0	0	0.03
TGFBR3	0.46	0.18	0.32
PLA2G10	12.05	10.55	8.87
HES2	2.15	0.51	0.93
ATP1B3	16.56	14.83	15.47
NEDD4	1.77	5.17	5.95
PIGB	3.64	6.68	2.7
MAPK6	12.76	14.24	14.13
GNB5	4.22	3.1	5.68
RAB27A	1.33	2.66	1.27
HDHD5	1.73	1.37	1.09
UFD1	18.19	9.99	13.01
LRP6	2.3	2.04	2.31
GUCY2C	7.54	8.05	7.66
SCT	0	0	0
PHRF1	6.8	6.83	7.11
ELP1	2.6	1.39	3.33
NUCB2	3.75	5.47	7.55
PFN2	12.75	9.51	9.85
PTPN3	3.44	4.25	3.49
SPTB	0.08	0.16	0.16
DAPP1	5.72	6.22	6.73
FGF10	0	0	0
SLC44A1	11.88	15.72	12.52
TMEM260	0.77	0.69	1
SMG6	3.75	7.49	5.88
EXOC5	8	11.22	12.99
CLTCL1	1.02	0.61	0.94
FGF22	0.02	0.02	0
FSTL3	13.46	32.86	34.22
DGCR2	13.83	12.54	11.71
RNF126	5.35	5.84	4.56
MNT	2.46	5.74	6.4
ZXDC	1.42	1.56	1.17
JMJD6	3.93	5.65	6.22
POLB	0.68	1.18	1.61
ST6GALNAC1	36.09	28.92	27.59
WIPI1	20.3	13.39	15.86
FRMPD1	0.38	0.38	0.3
GBA2	12.25	19.97	19.43
NDST1	7.95	11.21	8.78
ASNS	1.73	0.83	0.48
AP3M2	0.32	0.32	0.77
CNGB1	0	0	0
ST6GALNAC2	0.36	0.71	1.3
CHAT	0	0	0.01
PABPC1	96.75	87.29	90.09
TESK2	0.29	0.7	0.54
CFAP20	1.78	5.11	3.03
CSNK2A2	6.06	7.77	6.6
PTPN21	1.97	4.32	4.42
EIF2B3	2.38	0.84	1.72
CAMK2A	0.02	0.01	0
TCOF1	0.46	0.48	0.49
CDC42	18.31	26.37	23.33
OSBPL3	4.41	6.92	10.28
EPHA8	0.01	0.07	0.01
SLC12A3	0	0	0
RAD18	2.44	2.16	1.21
ATP2B1	6.62	6.03	7.51
TRPM5	0.77	0.45	0.29
NCK2	8.44	11.27	13.09
MAP4K4	8.62	11.78	12.14
MGAT4A	19.83	28.68	26.12
RPL31	110.94	94.19	85.43
WDR1	318.39	283.81	272.41
SNX13	8.7	9.93	9.51
MS4A12	0.2	0.19	0
ARHGAP10	0.48	2.17	1.52
RPS6KA2	1.69	7	4.17
ING3	1.28	1.74	1.4
VASH1	0	0	0
LMCD1	0.08	0.84	0.28
BUD23	7.79	7.18	6.88
SEL1L	20.58	26.24	27.65
TRIP13	0.13	0	0
ATP6AP1	19.16	26.24	21.64
TCF3	6.59	8.46	9.63
TRIB2	1.06	1.29	1.3
DAZAP1	5.59	7.15	9.42
MBD3	1.2	1.42	1.38
PRLH	0	0	0
HLTF	0.57	0.77	1.76
FAM50A	18.19	23.16	20.99
FAM3A	5.92	6.37	7.95
CPSF1	5.66	5.78	5.65
MYO3B	0	0.02	0.01
CYBRD1	27.97	47.85	47.28
CDH19	0	0	0
PDCD2	6.52	5.61	3.69
SLC6A15	0	0	0
RDH11	21.93	27.84	25.59
PRKACA	7.8	8.94	11.64
ADGRL1	3.52	1.74	3.58
SPP2	0.08	0	0.11
ACTN1	21.52	33.3	27.91
ZFYVE26	2.04	2.25	2.65
RPS6KA6	0.21	0.34	0.15
EPN2	2.86	5.52	6.27
PTPN18	12.56	11.34	11.28
LIMS2	0.09	0.58	0.15
ASIC4	0	0	0.04
SPEG	0	0	0
LNX1	0.04	0	0.09
ALDH3A2	40.77	20.62	14.05
TFRC	67.11	56.66	62.03
SREBF1	51.59	95.21	92.98
TRPC5	0	0.01	0.01
AFF4	18.37	16.79	24.64
UBE2D1	1.16	1.62	0.97
MPP5	5.74	7.6	7.94
RHOBTB1	2.55	3.59	3.37
SMC1A	22.43	19.08	17.18
HSD17B10	5.94	0.94	2.3
MARK2	17.9	21.54	20.87
HMMR	0.03	0.27	0.82
CHFR	10.61	16.8	17.15
TRHDE	0.28	0.06	0.7
P4HA2	22.6	32.88	30.4
FCGR2B	0	0	0.02
NFATC3	0.86	1.4	1.57
TRNT1	2.06	1.95	1.09
ACADVL	108.99	92.68	102.6
STK10	3.29	2.32	5.6
FBXW11	4.97	4.77	4.92
ACAP1	0.07	0.15	0.09
CRMP1	0	0	0
EVC	0.02	0.03	0
DERL2	4.82	7.52	6.52
SIDT1	3.55	6.13	7.42
NDE1	2.39	3.54	3.4
MRVI1	0	0	0
TMEM38A	3.14	2.38	2.87
AP1M1	29.06	36.51	37.25
PVR	5.75	7.42	8.23
XRCC1	2.06	2.77	1.58
SCARB1	21.6	26.6	31.38
CYP2W1	0	0	0
MCM2	0.11	1.04	0.51
MOV10L1	0	0	0
PANX2	0.34	0.12	0.33
SELENOO	2.96	3.31	3.32
TP63	0.05	0.16	0.06
ALPK1	0.65	1.03	1.64
LLGL2	58.21	81.09	81.22
PDE8A	7.69	7.29	9.4
CLCN4	0.32	0.43	0.68
NLE1	0.06	0.03	0.22
SDHA	94.98	83.46	80.66
SMARCE1	12.06	14.11	11.61
FNDC8	0	0	0
GSDMB	20.77	14.86	15.62
KDM5A	3.87	5.29	5.37
ADAM11	0	0	0
PPP2R3A	1.9	2.34	1.68
FERMT2	0.36	0.04	0.01
ABCB11	0.93	1.54	1.31
DHRS9	67.34	79.65	75.1
CD5L	0	0	0
PTGS2	0.02	0.05	0.23
IGF2BP2	20.26	26.03	33.81
MAP3K13	3.63	5.85	4.8
ST6GAL1	2.3	0.45	0.38
TBX21	0	0	0.01
VDAC1P1_ENSG00000073905	0.07	0	0.03
FRY	8.63	7.9	10.82
PICALM	21.55	29.06	32.19
NSF	8.66	8.17	6.66
GLI2	0.18	0.08	0.12
CLASP1	4.41	6.48	6.16
MRPS34	10.01	11.49	11.93
NOTCH3	0.72	0.5	1.08
CLNS1A	11.91	8.37	12.88
PPP2R2C	0.12	0.04	0.12
TEAD2	0.9	0.52	0.52
EED	2.27	2.29	2.4
CDHR2	24.77	22.84	23.37
SNCB	0	0	0
TSG101	12.17	15.58	15.05
NCBP3	2.28	2.54	2.59
ATP2A3	18.94	21.17	19.87
CA12	32.48	20	19.18
MGLL	37.3	39.8	36.37
NTN4	3.86	5.97	5.71
BCS1L	2.24	1.13	0.75
NUAK1	0.49	1.57	2.19
DPP8	6.73	7.61	7.73
SLC24A1	0.57	0.76	0.96
ZNF532	1.26	0.79	0.9
SCARF1	0.23	0.4	0.58
LMAN1	6.47	11.18	11.63
HACD3	2.12	0.86	1.08
IPCEF1	0	0	0.09
ZZEF1	20.98	14.69	15.89
NOX3	0	0	0
ENO1	97.31	98.87	94.57
SLC12A1	0	0	0
MYDGF	17.5	17.69	17.96
ANO8	0.55	0.89	1.08
TUBE1	1.14	0.79	1.03
ARHGEF10L	9.91	7.27	8.23
TXK	0.13	0.18	0.15
WSCD2	0	0	0
KCNQ2	0	0	0.04
TACR2	0.02	0	0.06
ACTR6	2.19	2.19	2.31
TIPIN	0.09	0	0.35
SRI	41.99	31.49	38.8
EIF4G3	13.71	9.1	9.63
NUP37	0.33	2.07	1.63
SEMA3A	3.31	2.2	2.34
GTSE1	0.26	0.15	0.01
SEMA3C	13.71	16.65	17.37
TTC38	21.31	26.59	19.12
ACAT1	6.54	6.14	5.69
GRAMD4	9.42	7.63	8.19
CELSR1	0.14	0.12	0.14
WNT8B	0	0.01	0
ZNF638	11.21	8.47	15.13
SLC25A40	1.18	1.46	1.2
TIMM21	4.17	3.7	1.68
ADD2	0	0	0.02
FGF4	0	0	0
RASAL2	1.72	4.02	2.42
VPS9D1	1.16	1.53	1.12
ZNF37A	0.48	0.18	0.19
MARK3	5.43	6.45	6.88
SLC25A3	163.86	126.88	131.33
FNDC3B	24.37	51.63	54.42
FOSL2	21.68	23.18	24.97
CACNG5	0	0	0
CACNG4	0.2	1.03	0.93
FRYL	15.55	14.21	16.3
TMEM131	13.47	10.07	9.89
FSCN1	0.21	0.16	0.31
ACTB	1983.86	2536.69	2549.15
MOCOS	0.14	1.08	0.14
PLD1	9.84	13.04	16.82
ATP12A	0.07	0.44	0.27
WDR62	0.08	0.02	0.11
DLG1	17.1	22.69	22.6
RAB7A	125.59	123.2	117.45
BCAP29	6.57	11.82	5.53
SEC31B	0.26	0.17	0.21
SART3	5.09	6.48	4.92
ARHGAP15	0.08	0	0.06
TUBA3D	0	0	0
PAX2	0	0	0
EXOSC7	1.79	1.04	0.44
KIFAP3	1.17	0.67	1.02
MKRN2	2.37	2.71	2.91
MCM6	0.43	0.09	0.12
REXO2	3.23	2.83	2.89
RBM7	9.25	9.76	12.06
RBMS2	9.01	8.86	8.89
BAZ2A	38.97	50.86	40.23
PTPN23	5.06	6.21	6.14
MLH1	0.91	1.33	1.47
UNG	1.98	1.53	1.47
FMO4	0.25	0.54	0.57
KLHL20	2.68	3.62	4.45
RGS11	0	0	0.29
SLC46A1	1.18	0.37	0.2
PLXNA2	4.89	6.89	5.32
SPAG5	0.37	0.1	0.32
ANKRD13A	13.25	17.14	15.12
TPD52	120.8	79.68	92.29
ACACB	1.7	2.38	2.55
TRAF4	11.64	16.02	17.57
PAG1	11.98	21.57	23.94
GPATCH1	3.72	2.93	3.5
ICAM3	1.4	1.99	1.01
NT5C2	22.62	23.76	24.16
MCAM	0.3	0.07	0.57
GPC4	0.45	1.22	1.11
MBNL3	2.04	1.9	1.72
CAMSAP3	9.83	10.44	13.37
RAP1GAP	1.71	0.88	1.49
XAB2	1.68	1.22	2.02
ARHGEF1	1.18	1.51	1.71
STXBP2	21.85	22.06	19.99
MAP2K7	5.34	4.08	4.6
NMRK2	0	0	0
DGKD	5.04	3.69	4.66
CTTNBP2	0	0	0
ACTL6B	0	0	0
RARB	0.06	0.02	0.02
TOP2B	4.98	5.31	8.82
TM9SF3	126	131.58	157.71
NFKB2	4.58	11.6	11.29
UBE2T	0.83	0.62	0.73
PPP1R12B	1.89	1.34	0.95
DNAJC10	3.49	1.71	1.94
GTF3C1	9.22	6.2	12.04
IL4R	8.36	14.86	13.56
USP33	11.74	11.95	15.75
PAK3	0	0	0
CAPN6	0	0	0.03
DCX	0	0	0
SNRPA	3.33	3.64	4.69
SPAG6	0	0	0
EXOSC5	0.15	0.17	0
DYNC1I2	56.06	66.7	81.9
APBB1IP	0.73	0.83	2.24
LRCH4	8.22	9.93	10.35
FAM76B	0.72	1.83	2.16
SIRT6	11.12	11.16	10.39
TYR	0	0	0
POLD3	0.88	2.16	1.97
ACTN2	0	0	0
CAPZB	64.5	58.25	61
GPR137B	0.87	1.77	1.46
NAALAD2	0	0.04	0.01
JADE1	0.82	3.09	2.48
SLC25A43	4.33	6.15	4.83
UBE2A	17.71	23.07	20.25
FGFR1	0.04	0	0.01
FKBP6	0	0	0
SMC1B	0	0	0
FBLN1	0	0	0.01
ITGA8	0	0	0
CST7	0	0.04	0.06
MAP2	0.96	0.43	0.77
PIAS2	0.85	0.39	0.44
AMPH	0	0	0
ARAF	8.04	7.49	8.83
MCCC1	5.84	4.63	2.27
LAMP3	0.28	0.73	0.91
FAP	0	0	0
NEBL	1.9	3.68	6.29
ACER3	3.32	3.25	2.72
UBE2K	19.59	27.67	30.23
PIK3C3	5.79	11.21	8.75
N4BP2	0.38	1.26	0.48
TIGAR	0.62	0.43	0.43
TULP3	0.78	1.64	1.31
SYNJ2	3.46	1.91	2.51
ADCY2	0	0	0
PPP2R5C	12.97	18.11	17.6
PMS2P1_ENSG00000078319	0	0	0
RBFOX1	0	0.25	0
GNB1	64.88	82.27	76.77
HOXA9	4.78	2.72	3.03
EDN1	7.44	12.2	13.56
MLLT10	1.39	1.71	2.57
ZCWPW1	0.19	0	0.17
ADCYAP1R1	0	0	0
FGF20	0	0	0
P2RY10	0.01	0	0.03
ITM2A	0.16	0.46	0.14
NRDC	25.31	19.73	21.83
VDAC3	17.22	13.77	15.87
PCM1	9.56	7.2	12.32
TNRC6C	0.74	0.81	0.92
CBFA2T2	1.11	1.69	1.05
BRINP1	0	0.04	0
ITCH	5.26	10.58	7.76
PKD2L2	0	0	0
TP53INP2	15.17	17.99	16.69
SDF4	54.51	48.81	46.84
MYH7B	0	0	0.03
BPIFB2	0	0	0
TP73	0	0	0
TOLLIP	3.37	3.11	3.55
UBE2D4	1.49	1.2	1.6
CLUL1	0.25	0	0
RUNX1T1	0	0	0
CDH17	139.11	206.87	214.11
THOC1	0.73	0.82	1.53
FKBP7	0.37	0.12	0
OSBPL6	0	0.01	0
SLC1A3	0	0.34	0
XRCC5	19.44	21.95	29.2
LXN	10.63	6.35	7.03
SP140	0.01	0.01	0.01
MKNK1	4.08	5.62	7.45
TNS1	0.02	0.23	0.29
REXO1	4.88	6.85	5.49
SAR1A	4.85	5.26	5.73
CDC14A	1.41	1.67	2.08
RAPGEF3	0.13	1.36	1.28
CEACAM1	46.93	89.97	90.51
SENP1	0.83	2.39	2.03
DUSP13	0	0	0
CIC	7.88	13.68	12.52
LIPE	0.93	0.84	0.39
FDFT1	173.24	282.07	305.02
PAFAH1B3	5.08	3.44	4.64
OPHN1	1.1	0.67	0.75
AFM	0	0	0
KIF22	1.43	1.34	1.05
SCGN	0	0	0
CARMIL1	14.77	12.75	13.74
PGM1	8.71	10.65	11.2
DDX1	7.46	8.69	8.22
DNM2	194.85	322.48	357.17
EPB41L2	145.76	167.34	162.14
RIMS1	0	0	0
MOXD1	0.01	0.06	0.04
STX7	17.09	22.88	26.49
RABL2B	0.43	0.95	1.14
KEAP1	7.68	5.01	6.85
DDX43	0.14	0.51	0.45
PTPRH	17.95	25.37	22.92
DCT	0	0	0
SLC35C2	2.32	3.09	1.99
CRYBG3	1.61	2.21	1.87
EPHA6	0	0	0
SCTR	0	0	0
RFX3	0.4	0.33	0.47
RIF1	0.73	1.36	0.95
RAB21	14.31	19.69	25.22
SLC4A4	0.48	0.4	0.2
SMARCA2	16.33	25.03	28.09
RDH8	0.06	0.05	0
SESN1	2.98	2.53	1.53
MID2	0.65	1.43	3.25
PIH1D3	0	0	0
COL5A3	0.68	1.6	1.82
SRCAP	2.48	2.37	3.18
PUM3	1.26	1.53	1.52
CPB2	0	0	0
CHRNA3	0	0	0
KCNN2	0	0	0
CNOT4	3.71	4.88	3.49
PSEN1	31.83	40.57	37.45
CPOX	2.22	2.1	1.74
CLDND1	2.16	4.02	3.81
MOK	1.26	2.43	0.94
HSP90AA1	130.13	140.94	144.59
RBL1	0.42	1.88	0.55
DLGAP4	7.72	12.43	11.23
IGSF9B	0	0.04	0.01
CFHR2	0	0	0
CROCCP3_ENSG00000080947	0.16	0	0
NDC80	0	0.03	0.05
AP4E1	1.38	1.85	1.57
RSBN1	2.72	3.27	2.85
MAGI3	7.83	7.75	8.13
CXCL2	2.06	2.88	4.12
AFP	1.63	0.63	0.54
COL4A4	0.04	0.16	0.34
TCF7	6.29	8.05	6.22
OSTM1	2.28	2.01	1.97
CDH7	0	0.06	0
IMPG2	0	0	0
PCNP	8.56	10.2	11.24
EXD2	0.95	0.95	1.41
ARG2	4.25	0.9	1.5
MEF2C	3.92	4.32	3.43
PTPRC	0.18	0	0.11
CACNA1S	0	0	0.01
PKP1	0.24	0.08	0.1
UBA5	4.16	2.07	4.43
STK17B	12.47	8.46	9.9
CDC14B	3.66	6.24	5.92
ZNF510	0.51	0.5	0.33
LRP2	0	0	0
ZNF506	0.29	0.28	0.45
JMJD4	0.31	0.26	0.34
DUSP12	0.19	0.68	0.69
AACS	11.22	12.33	9.4
DELE1	5.5	4.75	2.37
SLC13A1	0	0	0
CADPS2	0.21	0.41	0.73
PCDHB4	0	0	0.05
PCDHA6	0	0	0
PCDHGA2	0	0	0
HSPB11	3.32	4.78	5.53
PHLPP1	1.54	1.52	1.66
ATP8B1	29.97	27.02	26.78
IL12RB2	0.1	0.01	0.11
SMARCD3	0.09	0.07	0.11
WDR70	2.12	1.58	2.09
FYB1	0.02	0	0.02
MPP4	0	0	0
STRADB	8.48	5.59	6.12
BZW1	146.89	237.51	263.75
PGR	0	0	0
C1QTNF3	0.1	0.04	0.29
ME2	6.11	2.38	2.16
C5orf22	3.5	2.87	3.3
CCNT2	2.91	2.6	3.57
FAM135A	3.85	4.08	4.88
COL19A1	0	0	0
EPB41L3	1.48	0.92	0.31
COBLL1	8.47	6.41	7.13
DLG3	21.23	40.92	35.98
KCNK2	0	0	0
SERTAD4	0.01	0.08	0.01
TRAF5	0.27	0.03	0.07
MRPL22	4.61	3.29	2.17
GEMIN5	0.66	0.53	0.44
OPRK1	0	0	0
NFE2L1	45.21	77.14	74.68
SEMA5B	0	0	0
GSK3B	75.28	66.81	31.05
ITGB5	20.2	35.88	34.03
ERC1	3.87	5.95	4.84
XPO1	7.97	4.1	5.74
LINC01587	0	0	0
RNF13	9.24	6.76	5.47
TRPM3	0	0	0
PALB2	1.33	1.26	1.57
DOP1A	0.82	3.78	2.54
LYRM2	3.47	3.51	2.99
BCKDHB	16.45	20.45	19.73
KAT6A	5.14	5.89	7.37
TUT7	7.05	6.79	7.81
ULK2	0.42	0.73	1.18
GRHL2	1.8	4.23	6.64
TNPO1	41.99	29.98	35.66
PLOD1	7.78	12.84	10.82
P2RX5	0.58	0.41	0.31
ITGAE	2.21	1.47	1.36
DIS3	2.09	3.1	2.56
PIBF1	2.93	3.87	1.36
TDRD3	0.73	0.82	1.3
ENSG00000083622	0	0	0
NUFIP1	0.19	0.05	0.11
PDS5B	5.24	4.4	4.13
OXCT1	1.15	0.94	1.7
RRAGB	0.42	0.56	2.85
EPYC	0	0	0
CYLD	1.67	1.71	3.43
SLC27A5	1.01	1.53	0
ZNF324	0.5	0.9	0.79
ZNF671	0.08	0.3	0.14
ZNF416	0.08	0.16	0.56
ZNF586	0.49	0.27	0.74
ZNF446	0.47	1.13	1.01
ZNF264	2.61	1.41	1.3
RPS5	58.1	48.02	39.53
FAT1	111.83	140.32	135.89
YTHDC1	7.12	10.92	9
CHMP2B	31.04	41.06	34.99
SMAP2	4.27	2.64	3.91
PPIE	1.38	3.84	2.78
ZMPSTE24	9.15	7.58	7.78
STARD7	7.54	4.64	3.89
NOA1	2.32	2.49	2.84
REST	5.83	8.06	10.72
HAL	0	0	0
SSH1	1.43	1.68	1.51
GSTP1	297.4	189.14	174.67
APLP2	271.83	409.13	421.91
FAM234B	0.35	0.18	0.2
SLCO1A2	0	0	0
WBP11	12.37	16.27	17.98
EIF3I	19.62	10.63	10.27
NKAIN1	0.05	0.02	0
COL16A1	0.44	0.42	0.94
TXLNA	3.5	4.12	4.55
APOB	0.05	0	0.02
